marketing,ventas
30780,271724
5885,58064
22936,214855
13639,127106
10469,98064
10019,97963
5279,52020
21684,199461
6321,60807
37816,352599
18499,167012
9552,91008
34996,307864
3090,32688
46460,436483
16781,157261
38436,351934
40715,379583
11736,111650
43070,393811
31652,285004
4480,45409
10101,96723
16576,159518
45373,419701
49791,457519
41127,373578
6038,60807
15452,143847
3953,40979
46959,434125
32386,294874
31358,286538
5041,49994
15447,148379
31502,293381
28886,268028
22284,215900
28724,263089
30150,268825
49088,454539
22168,208789
48373,444115
43523,394484
26432,239562
907,13219
13861,130378
21767,199968
5732,56804
678,11103
49383,441455
3588,37323
3244,34736
9778,93171
33203,307519
8816,86225
45593,413302
1146,14677
41062,373218
18963,176662
30789,282795
12551,117206
32182,292671
26621,247261
25016,228497
27012,246308
39138,364882
33287,302243
16919,154470
14555,139945
31116,285104
29501,276797
28302,255734
23287,211505
28488,270111
19944,185249
33188,303565
1945,22588
4146,42254
9807,94140
8326,79304
16299,153701
27501,248240
16961,162257
14282,131481
10994,106761
40611,374829
41290,372770
29228,266875
9756,89080
9711,90975
7256,68394
44532,407587
13063,121146
37574,340441
29145,267868
45071,420439
49377,454505
20011,186584
16428,156526
43353,399775
44318,405857
14678,136770
45433,418511
33952,311884
21685,203965
13384,125517
13040,121242
2715,29803
31072,287420
38563,349242
38008,368191
48524,452058
49537,451595
27298,248305
42664,386404
30616,287362
659,10996
31389,292876
36289,329910
20548,193777
27089,252437
7669,73698
14292,132760
28652,259143
14170,130944
37263,341502
26271,241039
48629,451616
3567,37429
6706,65302
9320,86447
22463,203200
49554,455955
31425,284168
34193,314447
34199,310356
5421,54275
13562,129098
24464,226869
45014,403897
25821,236894
28869,264886
32426,292258
29863,271824
4329,44212
24826,230147
22283,204035
7796,76996
5527,55196
1319,16803
21370,190177
13980,131971
15916,150900
40496,366033
45186,413957
15320,145979
49832,460901
27903,256463
41558,381708
30628,280628
19523,179208
26361,235789
45894,417314
36362,332835
23996,221212
19431,178773
36435,342039
14637,138044
5476,54445
30717,281823
48209,459223
11423,107336
28869,261889
24803,234460
37459,346277
12111,113162
6828,68104
6133,58422
49416,450583
49229,450447
20258,192516
35896,322374
4781,48433
32284,295124
38331,360057
46065,436757
21354,200586
12574,117721
4550,46278
44156,402432
15443,145044
44954,409490
16705,156322
23544,217751
35262,320073
43302,386479
49067,437032
8179,77680
7810,75527
42066,385502
46092,412374
41508,382476
22685,207613
38151,341833
5499,53364
19681,181598
39696,350100
34146,304924
24700,220391
43090,387004
11020,107727
9080,86356
29222,265462
20672,192463
11508,109408
19133,178293
16495,154665
8929,87063
26755,247414
35108,320501
4192,42755
34929,320733
3382,34652
41333,380990
1503,18545
7417,70675
42865,388763
9650,94020
19838,183861
5478,53548
16934,156876
8943,85522
37092,335992
35433,318724
39429,361789
11553,106374
30225,278160
10767,100247
19759,185194
3573,37828
34350,308074
48217,431778
21076,194000
25710,237165
7806,76560
18641,172401
33815,311361
37375,346237
40967,370083
16240,151337
12059,113556
47864,445527
14809,136466
16154,146951
16160,149914
34380,323368
26602,238548
15327,142547
35520,320739
7779,75671
6258,60803
27119,249212
23922,216504
3456,36215
28180,254164
18007,169905
29419,271213
30758,278249
8605,82670
45129,409973
11788,107873
8880,84136
17473,162513
39181,363408
10867,104400
25373,234633
1679,20259
33561,313892
26617,248999
23910,221546
46484,418098
30640,279263
14225,131218
40322,373383
19196,176986
4090,42216
9326,87146
32666,304688
22834,205103
8354,80132
29910,276226
5526,53527
48256,444444
6993,68330
20915,192001
40403,370007
39721,360871
3580,37030
1911,22209
8860,84651
18448,172697
21805,191680
38697,340964
19905,180594
21670,201465
1974,22647
7441,70145
44853,404748
9075,87748
35012,317876
46373,426423
16484,154608
5971,60823
38516,357001
47081,425891
17915,162291
33054,305646
26296,239404
9779,92656
16925,159464
42596,389734
19325,182057
10351,101115
2816,30536
14592,137950
14723,137003
44895,408728
39695,366447
48085,447160
10900,100201
42603,405720
27634,248280
38505,357743
38889,361710
14768,137104
7751,75346
27221,246601
41947,384627
23426,217658
34468,313250
46412,407331
830,12451
48966,454579
32622,290274
1880,22057
45547,419912
33346,298652
19767,183214
6074,60495
3387,34933
12093,112379
39379,352629
41382,390831
24223,219482
38773,357739
10036,96291
2717,29840
38851,348005
36554,327548
27991,257177
3819,39331
23169,211843
31683,279620
24441,225514
12659,116949
32058,298083
6707,64932
7935,77037
11721,112120
9637,91894
19659,182587
10071,93464
32305,291648
31812,285707
49342,445991
45156,426764
27787,254631
41856,370565
29841,275366
19099,180844
35130,315542
5357,53017
25670,236061
15373,137477
42996,388217
22547,213642
21002,200007
11774,111734
18591,171792
7048,68568
4912,48155
30961,277378
2935,31658
20986,189652
48497,435265
27938,260230
25592,238686
46481,435902
6599,64024
35601,313104
19959,188814
42204,380435
25772,242758
31361,290432
9494,91459
27700,250768
7807,76548
28351,260568
15264,143091
10158,96692
10537,101030
13377,123958
42515,394062
43972,401114
26919,244083
2981,31655
20458,188372
17053,156127
34312,314821
1356,17209
41138,366148
18776,175016
15826,147811
15385,145491
18096,170388
36858,336580
13689,128446
28493,262310
20547,186150
35067,331230
8469,80430
35668,329872
22939,209319
17288,157040
10983,106674
28363,262568
32962,305593
48876,442436
13207,120662
49052,435169
10551,97138
43506,392933
18402,170159
19754,180116
14074,133512
5374,54736
9205,86901
41717,382672
14365,134837
26690,242585
18407,169772
45133,416048
13141,125095
44603,405569
22798,211638
16669,154656
12313,116578
47141,420907
30420,276155
9220,86083
39058,360208
13778,128113
36524,343810
5901,57700
22824,218570
40497,369558
10579,100688
12463,115416
45514,409158
39217,353064
49454,454246
8471,80316
34292,312504
12309,117040
41579,370097
18416,169983
47362,443784
18869,179145
12269,114215
19315,178031
34536,314140
17525,167958
28757,258997
16718,153271
11158,105642
27159,247923
16436,151664
27489,258200
6007,59061
32723,288193
27421,249366
19844,184833
18433,169338
31246,286039
36826,333277
41904,372890
37813,347084
45936,422311
46827,417414
9736,91641
25567,234210
13358,128852
38546,348462
9285,89463
15329,137699
1351,17148
30151,273195
29056,262519
8751,83406
10476,101068
23867,213644
15542,144554
20850,194700
19905,177174
2308,26227
42779,385976
5731,55436
16876,152428
21820,195513
1838,22253
14587,135676
23270,216842
44284,406815
23055,215813
40298,361705
48339,454370
41568,383297
15531,143444
33102,298268
2466,27592
37838,340212
43454,395542
36079,331045
49049,456229
9733,93374
34357,313209
15855,147749
838,12598
25946,244598
22455,209935
44041,394058
16496,154460
11837,111426
6141,59212
14630,138177
43283,386591
45661,415310
23943,222472
33747,316784
34521,298351
33225,301720
41037,378941
25985,235378
29388,273562
1407,17668
25636,232065
11954,112015
29884,274708
45367,419284
9376,91683
39157,357416
3810,38909
16322,152855
43062,400041
42927,390963
37553,335173
31934,284805
22156,205304
23800,216321
13139,124599
40902,375517
25436,226034
40051,368483
43595,403679
14953,137507
26898,244863
42594,388156
15976,147435
13016,126644
7276,69813
46894,426193
45123,416254
38699,365108
10166,95791
42367,392448
25772,236490
44506,402694
18768,173745
28537,267280
3499,36136
13139,123409
8037,78392
37498,339058
24251,221790
33391,304249
41426,372214
35114,318925
20405,186624
33166,302564
39102,357433
36017,330721
12935,123418
23814,220362
13142,123646
31620,294201
10092,96405
35458,327227
14039,127749
38406,341133
11408,108216
37876,345313
8384,81944
26989,252561
1518,18312
23209,209007
14129,135098
26804,246667
23431,215745
30174,278569
21377,198226
22525,216188
42212,378690
36602,334577
24820,229272
47962,435941
43297,410907
30690,284821
13737,125998
41072,384576
2091,24082
8061,77709
42275,389165
25428,237192
20227,191247
10613,97516
30271,273327
35033,327739
11805,114099
16416,153928
25693,227516
5516,55703
33723,302760
17702,165342
25615,232666
39236,364451
1842,21435
14368,137965
28316,258689
48086,430217
9412,90260
21664,200452
26872,243868
34820,313262
28002,262987
13580,123876
26793,245027
10319,98041
20856,196044
12867,122685
20237,184841
13667,125472
31268,281881
22077,205640
21488,200077
11793,107407
41349,380252
43011,398680
11726,114790
40736,366321
29645,272279
21144,189674
34921,318686
18934,175373
20853,188564
15729,144206
11298,109594
43572,401089
9332,88756
46510,415589
21547,194960
29855,267034
26222,241278
1377,17164
7959,79087
41582,377921
46341,420604
10561,97886
5178,51126
40771,370205
29092,268985
6149,58606
28920,261585
27710,259918
33508,305323
33928,303374
37131,338951
45118,400009
44384,408634
24009,214452
29832,273480
7614,71925
34934,320414
963,13719
44154,392869
33731,320850
4993,49381
15049,144255
33811,308135
24849,222558
21195,196141
27268,253522
5790,56332
2672,28650
3979,40234
1302,17021
11980,110863
20589,195820
23837,216729
43615,398788
19188,174158
25802,231987
16157,148348
39108,360796
25414,234520
36307,329974
17378,159242
18326,173064
39944,367109
46046,430596
20371,187075
30407,286638
31783,293326
22865,212711
18357,169980
18070,173329
49800,464150
2150,24855
45598,421158
37648,349106
33638,304624
31784,295010
16528,150815
10523,100542
40492,367437
41271,384269
32853,304354
2626,28781
14885,142336
12907,119232
23368,211316
36290,326349
9824,91447
34213,302629
17179,160640
30912,287231
7610,71381
25183,231001
10241,98048
40213,367744
40187,371428
16343,154582
17281,155398
25918,241877
19733,177093
35999,324973
24923,239079
37484,351367
15268,145518
43809,401937
12684,118018
25557,235592
1188,15922
32946,308910
12811,121848
46495,425214
13125,120952
40139,361431
8651,81321
49356,453780
3753,38599
13050,123232
16141,146409
32396,297260
17998,167155
3494,36671
16896,157571
40335,375142
49357,467005
46054,426369
1026,14236
35617,324574
42198,377907
23118,211934
37748,345873
48347,439147
26831,248293
31938,298978
49983,462350
3836,39813
7197,69929
38423,346978
28361,261495
49127,455462
31256,291957
17959,169997
36306,332688
44438,399109
29307,269318
8107,78802
41984,383182
11637,109721
21541,202570
17048,162384
42074,388058
11185,103614
17508,165440
21542,201095
6837,66558
15531,143091
15078,140010
19772,180552
32011,292215
47747,437949
37274,337554
31738,287987
43118,396807
6913,66196
6212,62478
12278,113142
44900,401730
31369,286584
16373,150418
29635,270791
29908,276057
10978,102927
2326,25489
1198,15578
29466,273967
6375,63056
45144,410330
44137,405505
35622,321999
2581,27966
32129,290287
3913,40394
9458,89942
28103,256726
10876,100419
31066,284920
3835,39106
1869,21997
22386,209027
20682,190934
46347,421789
30153,280651
13084,123857
9128,87640
9704,94929
40457,365217
17516,163991
35754,328301
49412,448620
24958,223422
48585,437876
33243,300880
18726,171124
30571,279926
47194,446628
36785,338666
9495,92200
31507,292293
28123,259958
43788,402039
32213,289482
6277,60206
24182,217293
43035,391863
7078,69368
31784,290459
32302,300803
39005,358658
24378,215643
19318,180930
25442,238556
7630,72185
43878,393445
5675,54533
36644,327023
26496,245348
47582,442532
9024,87581
790,11934
1751,20670
4708,48333
27300,252284
44738,406366
8390,81330
22306,196559
23355,219536
3755,39018
32085,288341
49641,461001
32755,302071
33133,301100
21441,201515
19959,184420
49892,454846
7595,71485
29446,272052
42890,382389
14217,129331
19679,180824
43423,390970
25679,235899
29746,270170
29603,281252
17628,159962
23096,218209
33917,309558
14906,141569
39731,363922
15509,143813
12534,118397
45638,406881
40064,366439
17398,155064
49103,444613
20516,187609
10154,100184
45878,415307
43729,392938
14141,131214
35601,329283
10677,101024
11936,112785
1502,18798
42574,381903
31366,287895
29857,287837
15277,143474
9852,95350
6021,59824
27646,256200
39960,369214
20260,188888
17632,163194
30373,287860
1592,19265
13558,125606
44543,401512
21745,200767
10099,96607
16135,152020
20345,187008
22319,205439
2152,24212
43593,392589
48694,423099
12290,113786
27282,248993
10123,95295
36657,336138
30588,281360
1276,16137
3659,38691
44269,410334
7057,68910
25648,236284
44431,401644
45379,422601
20459,189860
36869,336994
9842,93805
38288,348510
12074,114485
42522,392627
12705,120336
49060,452942
24681,228915
35200,324115
39698,367854
39503,359540
15004,142477
4767,48036
36697,344938
9691,90255
39566,352021
9047,86171
33837,316217
22205,204663
17139,152098
16132,154456
38383,356885
4963,49721
19580,186308
18737,177431
25354,233615
13418,125632
26875,253270
39058,356151
27196,245512
33212,300132
24655,228150
12122,111574
21133,193414
29490,271723
48572,439743
10744,101076
32821,304986
4970,49420
44637,403163
49145,455120
47364,436671
42605,385644
49188,439829
9666,92527
25110,225847
16820,153867
10309,98465
30645,282267
11991,112129
27502,251160
34720,313781
25738,238760
42696,386555
48045,425958
25132,231025
29441,270676
3680,38245
5156,52634
7702,75372
13371,124786
13011,120006
38661,344334
34074,308405
14838,138618
48380,440176
43174,399997
34303,317397
29313,272245
35576,325234
41924,378020
46591,429125
28351,256148
16717,151398
47174,431998
28807,269065
40347,368655
38265,346537
13249,128063
6517,64020
24660,220629
9147,87027
22799,204342
17567,165888
10234,97196
15702,144658
7856,76377
39579,357321
49538,454589
6456,64085
21753,199904
43182,392531
30128,277742
42898,396492
44154,413568
29872,273327
34731,317939
2125,23850
39986,353112
39467,361556
49661,446621
48350,441028
47639,431302
26285,235967
28077,252372
36926,338881
43221,397249
27989,256833
31360,283674
36203,336986
35986,334990
41212,385973
31441,288602
28774,262304
43516,396151
30003,269549
25892,242176
22762,209595
44545,403082
26565,241075
27560,256411
4850,49444
34265,325181
36456,341592
46673,425788
39954,360900
9883,93432
45945,427540
15385,142711
3780,39459
39217,357603
14050,130907
44444,399648
21469,195509
21677,201905
41086,369053
43248,406337
44202,400890
37591,343846
33802,304194
15210,142009
43997,399704
47642,429538
15370,142438
11803,109664
4511,45305
37733,352182
43988,405864
31272,283847
14593,134696
14092,131865
33585,303880
47363,421131
38662,348525
48731,444860
11969,115301
32812,296893
47974,439579
4603,46721
31245,283963
33786,308740
21379,196234
43622,391771
12145,114769
4583,45095
34123,308288
22329,201027
12689,116122
32795,297811
8835,83985
38136,348535
21679,198559
5952,58902
30494,279923
2201,24646
34789,317401
39759,369325
37342,339243
30747,275836
42085,385912
35878,325292
28469,266100
43473,390682
48138,441531
17288,160130
20991,194583
41413,383208
49730,452101
2274,25782
21255,198175
32835,296440
40078,365402
25872,238234
29929,268387
38895,358416
48253,436346
25660,233613
33852,309455
30621,285156
33506,297808
30539,279396
16694,157323
44068,401650
33062,292823
5700,56185
919,13093
22348,202607
17842,166829
32053,302537
37796,344330
27620,257126
15539,144517
14588,133542
26259,247010
32571,293007
23905,223922
22025,209312
34850,315759
49270,441931
44731,408431
34558,321237
18630,170843
31355,290454
17748,169311
13784,127968
32740,302929
6054,59724
45452,409363
39983,372067
8502,82508
44317,408551
15226,143142
23502,215958
47048,425474
47717,423661
12416,116874
42777,387671
12892,123605
5878,56818
670,11047
7595,73621
24191,226988
40286,377774
28327,263689
28072,254316
35530,323555
5280,53322
29750,276917
9000,87760
32283,296916
41848,377769
27453,247285
3193,34563
24172,228805
4248,43326
48759,452433
23799,220708
34082,316818
4774,48754
15825,150280
13622,129936
21780,200710
7143,68878
48238,438055
30918,283670
8194,78010
49152,433586
48313,432510
12456,115349
24846,226432
37332,348274
28418,263680
41511,375508
24652,232576
45756,406782
49459,444913
45056,414914
45791,415102
45240,412589
13602,127981
31443,283076
805,12222
7838,75037
41717,390509
6687,66230
14485,134371
18109,166653
43220,385403
17603,163055
18329,162168
1681,20107
7280,70446
22920,211911
24993,231155
3618,37548
18231,172037
19709,182581
30419,276568
45989,418361
43567,397912
9116,89626
25374,234023
3738,38336
30739,282430
42262,383003
4300,43447
37610,345467
25644,236077
28295,251037
12598,117393
31576,289428
25910,232640
18772,172580
34814,328235
32872,295954
24452,226935
28698,271446
42310,394078
37312,343557
17078,163847
17737,164383
27956,253561
25403,227504
25878,236141
14709,136737
8298,79325
17300,162120
42783,381382
19661,179222
43520,398360
4202,42637
20157,190750
48231,441299
12559,117827
19307,180412
45036,414247
18813,173778
42988,384441
28304,264482
44832,399746
37594,346183
31875,287892
27291,252128
9406,88826
27986,259117
5937,56963
20675,198440
17502,161667
28848,258532
16815,157584
23218,211651
39272,357573
41210,379406
46846,426966
48348,437755
4449,46212
18881,179966
36785,332051
46079,414347
861,12699
29250,265478
30446,281146
34663,314447
25965,235205
31906,291618
48742,450562
24407,224987
16814,154676
45912,421024
17742,165664
9306,90334
49704,443005
35275,317721
22124,199593
10054,94954
16980,158259
13765,128884
31298,283372
11498,111582
21338,196475
24957,232187
26941,252272
1995,23286
31714,286400
44576,400044
21888,197959
35477,334273
30902,281014
15415,145389
3544,35958
40936,371846
24727,228590
4266,43023
7456,71660
36046,333983
13086,124496
35447,320894
18692,171337
25787,239460
12289,114639
28651,258867
29171,264822
45135,411017
22026,199457
37688,338494
47145,435271
3274,35008
16787,157487
48121,422223
13838,128715
32088,296498
40440,366492
32926,297410
13828,132860
47527,427958
19579,183833
4336,42988
32398,290263
43215,407180
35945,330539
14581,133607
32656,304606
24606,224615
24467,231565
16806,152220
29775,267281
32542,293337
24105,218728
36257,333685
45523,410486
29184,270173
6464,62988
38209,348171
31386,292167
36658,342719
19853,186586
25134,233773
3253,33859
30361,277570
4995,49438
24690,230941
7201,69980
33699,314597
38998,364150
4211,42578
10480,99154
30218,279307
36433,327498
43073,398956
45923,422160
33117,317593
46322,431659
45174,414907
16005,151761
38407,356186
34562,319828
4392,44363
41206,386638
41604,381106
47245,429030
41668,385368
48352,442617
28959,263475
47413,434512
32647,297722
5386,54692
23284,210164
38391,341738
39147,355618
26620,246630
3825,39605
6731,65750
7441,69437
14892,137960
21526,197846
9946,96227
43439,398976
27350,258428
47759,438410
6976,70319
38072,345063
23221,215124
40706,360384
39850,362978
20509,191319
21670,203232
25516,235924
22688,212919
19608,184908
18919,176203
27902,256132
20990,196945
27566,249709
20107,191330
28683,257314
36419,332252
26156,236264
23077,219390
45938,422774
18248,168586
20051,184714
12398,113916
22911,206435
7022,68233
37488,341541
29367,261605
47311,441313
17859,166230
43050,402102
22384,208374
37854,339626
3583,37453
28848,264418
21725,200791
37374,335653
36444,324500
45849,411177
20819,198753
6402,61920
21558,198073
8857,82562
36848,336663
12582,117795
35268,318180
14863,137400
17389,159644
9177,88798
17695,165819
27716,246361
27769,253081
11962,111692
45321,415995
4771,47642
30510,275349
34450,312540
42601,393319
8072,78219
6721,66206
6501,63793
19028,173029
33569,300130
29350,269937
45136,403605
15848,148775
29358,271732
41261,372240
33584,302944
11374,107241
16386,155588
37585,349382
38223,359171
29727,272298
23083,207086
40010,371149
46669,424031
25920,235735
14338,133059
3918,40337
7956,79366
29183,262243
33610,307053
47015,431375
20727,194308
42693,384925
40917,366866
27887,263251
49687,455842
23265,220858
4765,47468
15733,145584
25398,234933
3737,38353
41875,369751
10360,99133
19061,179339
37862,347319
30425,270130
31321,293030
31799,291530
8224,79627
30160,276899
11740,109916
22746,213942
7855,76563
44251,410181
33903,314386
41112,368807
35943,330304
40147,359895
7558,71429
36109,323262
20099,188967
15895,150445
30083,278667
11732,113664
31525,288315
30518,284896
46247,428557
614,10539
6387,61943
4809,48561
38227,349255
13613,126754
18927,173715
42974,391206
44969,424301
35008,330213
27419,249109
49877,456495
17297,159840
9863,96148
20591,188013
33018,313167
25248,235072
30890,276014
37329,348498
35143,320358
7234,70270
42006,393022
1938,22643
29768,273323
40755,381858
26575,243263
10780,104988
16900,153973
41165,389215
27077,246598
37030,331046
11716,110658
35514,319097
30730,284556
15860,146029
9186,86406
1196,15599
23000,208470
9241,87230
5172,51205
9028,85298
48218,440761
40979,369108
47634,431415
6077,59421
37458,338858
11587,108247
44536,409967
19470,177232
30808,284689
1528,18960
19016,172661
6224,59186
47797,429556
46198,421415
25368,235354
42479,381577
38922,358382
20845,190789
22072,205777
37208,345368
37940,344146
34723,320565
14958,139785
22675,211214
15860,149880
17999,171834
4949,48659
6382,62531
1240,16083
38278,352282
668,10983
43871,415429
38456,357707
37606,343373
35725,329787
25503,238783
35494,333909
23521,216347
32654,293361
18021,167188
11808,111617
49843,439284
38926,355186
45428,412400
17375,163523
6872,65865
13608,124671
45991,420404
10588,99879
43000,391264
31983,294909
33790,311757
32984,311011
8457,81582
13431,123584
8360,79082
26681,246499
17426,160194
16562,155720
42303,381654
48932,448734
3459,35512
48869,454869
46578,417121
18305,164568
8623,82344
34936,320503
21205,192498
11223,108449
22610,209562
36654,334611
12730,116756
9081,87932
36914,348791
34360,325351
17714,165393
35777,325391
25361,240293
2008,22836
12208,115974
15732,145563
39827,370101
44921,409194
16249,149864
13307,125760
34490,304386
26338,238813
17536,164513
13422,126370
33977,312189
6685,62882
48470,432595
36370,327966
32513,294773
25121,227882
8005,77767
15589,143012
9648,92733
27808,252174
37788,332015
14854,137673
9047,85671
18307,177403
45521,419550
25509,231825
23414,220459
40788,363805
9145,88564
29820,268529
39397,363919
12042,114238
40116,364748
23891,219650
2581,28721
39374,366485
15861,147591
30952,278855
22704,207074
18016,165690
39958,369346
10742,102236
42271,389066
25293,232968
20263,194269
7006,68846
20385,184392
38448,348730
48954,442264
3317,35774
15524,145661
49006,442814
11023,105153
42441,381938
42710,397941
42881,395444
10841,107218
34370,308477
21642,201556
35544,322810
46636,429494
20076,188861
6286,60298
13276,123423
27978,261912
18513,170279
30880,279868
20522,191167
36138,330140
5450,54211
25815,230024
36794,333962
43873,401734
13978,129726
43416,404608
45962,426637
20392,192000
16283,146378
8806,82171
40775,373141
29411,273467
28893,261696
13834,129066
49140,440509
5795,55727
18210,172612
48445,446664
33097,301939
12865,120626
17577,161725
13469,126191
45149,403308
48982,443270
32780,306269
4360,43217
28718,269535
40055,369225
47758,442409
4951,49055
32701,290684
28839,267683
40485,366419
18639,175422
48537,451709
44063,396784
40223,370023
2076,24070
49940,448893
48268,443852
48395,434195
17360,162642
3689,38467
23425,215739
14623,132110
39633,367629
2152,24173
31606,299220
41049,371347
10796,100849
21895,201931
33660,306113
49587,457262
19601,179313
39837,354942
31984,295481
39216,365817
25444,233741
5606,55478
33046,304553
5937,59526
8315,80348
4348,44639
42136,381564
10638,100550
2878,31383
11205,105267
35696,333209
32070,293984
21148,195381
35181,314533
9089,84964
29484,267541
21106,193477
44549,409599
5845,56798
10669,101638
23524,216009
13397,125711
41311,380938
22432,203882
7176,69633
16537,151054
14212,132619
3369,35650
42411,377965
13543,129480
47105,428539
38368,352418
48821,447067
6563,64147
39280,357687
20840,201863
42796,391535
18747,168949
44717,404127
724,11619
12770,120561
44151,398510
10753,103131
1983,23180
13055,122266
11941,112682
30375,276786
18264,175356
49724,455414
22991,208961
7454,72444
26930,256949
9441,88079
11958,115851
6891,66044
46127,426654
33388,297346
20676,191924
13094,123313
45947,416012
15622,144635
16574,155599
37802,349550
43747,407909
37063,335276
45254,408954
6947,67474
8612,82175
40259,369690
10223,97456
39138,356371
40081,370472
24207,219775
27393,248124
29771,274352
16516,152752
9442,90687
24663,220987
7319,71215
2536,28141
49027,448252
2950,31750
45934,430706
19328,172495
33376,296039
600,10335
29425,267648
13713,125725
7004,68732
31829,296709
5466,54774
46649,418884
7969,78437
28213,256371
25983,236474
17259,165332
13499,128851
14015,129084
44490,409191
44940,399718
45793,419705
19187,179197
6100,62070
15794,146428
37719,342108
2085,23710
20812,190583
505,9579
42652,384621
30343,278389
42742,392518
34159,312552
29592,274150
41869,386638
9787,93470
43048,393916
5726,56486
18206,166345
2133,23912
36905,328472
46794,419835
45839,428770
545,9834
28845,268074
45224,400245
1463,17776
7655,73564
45943,422903
6927,69122
3935,39654
42020,393576
2404,26683
17944,166946
3070,32974
21657,201620
34244,308128
27580,249451
31310,279278
4555,45472
27376,253115
39170,366824
23220,215960
22396,201541
9207,88051
32969,296870
10800,103183
26284,234892
43751,401493
29097,263853
11907,113567
13711,127953
18499,171955
8352,79954
4381,44514
13371,127995
17860,166708
15291,138425
14588,134077
6567,65178
37534,336041
15820,148354
44092,411917
3355,35126
16032,148149
5887,58952
21617,194934
22297,211464
20456,185305
29692,264675
29246,269521
19788,183594
41060,377272
35689,320819
22447,211277
12421,115502
23460,216156
24964,218519
24203,224579
3825,39313
36133,326981
43195,384642
25468,229732
2537,28229
8618,83436
29131,271929
1171,15463
18011,169363
24776,224335
22693,210010
48479,449176
25691,233867
30224,280320
30923,279385
39269,361476
13132,121644
18076,164241
3433,35502
40765,364794
17713,165261
41345,375870
12902,119518
19398,177298
3116,32860
11825,112497
38367,356558
28448,260681
15953,151499
26659,242363
29352,270083
38093,351057
36174,339779
38564,352118
40946,380630
1099,14893
20409,188577
39597,364852
10618,101398
42299,380704
37093,338173
43401,395279
31196,281588
34774,318421
39287,355612
30713,274008
9384,88340
11553,109034
22629,214476
10535,100222
33728,304122
9343,88805
3427,35099
28434,258556
11010,100865
1919,22200
28946,268142
10364,99071
49475,454881
19338,182814
34300,315304
15238,141968
45366,414043
30784,277727
32133,292870
12277,115802
11477,107926
6743,65541
24124,224808
41726,377644
40697,376111
37319,342200
41870,383534
28278,263379
12183,113292
27063,256225
10368,95911
21533,200745
20995,194671
2158,23439
32472,298632
5351,51811
35107,319476
17287,161987
39757,357499
45383,411762
39713,355648
13797,126544
35310,316774
47327,432298
22039,202599
27640,256538
15425,145574
47600,435612
10741,100127
38272,344540
21257,190931
34849,323963
46529,427831
10606,104120
17570,160308
8112,75222
25581,241426
16660,154728
47747,429046
32624,298346
27018,245111
44530,410142
4660,47772
20510,191551
5552,54849
20624,192265
27876,251055
15055,140871
20426,185780
30596,269440
38157,355789
1338,16957
41567,383818
18918,172211
47731,445870
12193,115194
29049,269263
46054,419381
5853,58955
39246,362124
734,11623
16712,161556
5954,58649
44458,411569
5245,52400
6934,68396
40489,381017
22362,209518
30578,280042
34663,316006
27635,249366
18955,174739
36236,331472
5527,54326
49608,452469
11505,109272
49463,449225
25271,228178
8780,83856
13737,128861
7994,76304
9148,84934
33460,304859
17796,163244
37648,357398
18962,177345
33621,311371
12414,118006
40332,372174
31138,289601
5384,52489
675,10991
29760,265875
5870,57699
42167,387499
8268,79444
24265,218103
10326,100377
19002,177862
5342,53464
34140,306237
17028,155668
7564,73407
33870,312772
13606,126716
3796,38865
31949,294124
22825,212780
29078,266668
22957,211136
37704,337405
43651,406870
46128,416601
10478,99601
6232,61238
8658,82882
31334,292418
40759,366872
15702,144665
47925,424985
43593,398165
47174,433614
45827,425448
43639,400257
34531,317935
41452,369044
22770,205182
32536,301352
2684,29010
19195,175326
48479,438219
25341,234126
12073,111544
22294,202505
2419,26802
17798,165101
42754,400907
3166,33801
23005,205484
11896,113072
10066,94633
30518,283261
8241,78815
37619,348200
43165,402776
23623,218957
22412,204287
15396,142192
45772,403309
40897,369645
37418,340179
9632,88101
40491,371064
24157,223507
9912,93535
24623,226892
23477,213562
23864,217696
10857,102914
21958,202561
38374,350498
31044,282967
48660,446492
11350,106285
41496,389325
37630,352388
9781,92313
630,10569
11180,103554
21837,194806
41905,384903
48973,445994
11179,109288
17069,159811
42188,381542
6253,61185
36960,332365
26804,243157
29064,269867
41038,383735
28005,259921
26576,245711
15193,144273
9248,86592
26551,243632
10601,99587
43837,404006
827,12459
8858,83879
20788,192963
46610,421235
38368,350650
30391,276464
8707,83100
4976,50380
18050,169887
42772,385099
9837,96193
48106,423371
20031,186723
1482,18222
20898,196780
36549,330422
6964,67221
4458,45055
49148,442434
31683,301061
43512,391811
25832,236900
43373,400658
9874,94448
19110,173946
14875,138534
41378,370964
44421,402109
39700,360299
2311,26404
6453,62674
38927,356946
38243,350092
3027,31534
2886,30714
35735,328618
6341,60959
24733,230931
11002,101818
32890,299037
31854,285158
19224,178717
23720,219520
19671,182626
29862,280059
29473,274632
42993,397196
4712,47456
19210,179624
38085,351261
37486,337469
44541,393592
40139,367401
8448,78201
38288,340088
22074,207753
23643,215721
22222,203360
36145,332687
1694,20617
40630,372687
15721,144801
6736,64517
13648,127370
22134,202240
27417,252181
29173,257488
18962,175531
49056,446105
1529,18954
44424,411787
31628,288475
7843,76963
28818,261249
43051,379894
4075,41280
6776,64705
623,10610
32396,300090
8626,82287
22166,207301
16523,152102
41095,371512
28759,263072
1442,17835
45736,415546
3846,38699
49344,451306
8745,82687
